,DateTime,TimeOffset,DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt,EnviroDIY_Mayfly_Temp,Digi_Cellular_SignalPercent
126509,2023-05-01 00:00:00,-8,2023-04-30 16:00:00,428.3,389.8,17.6,4.139,29.25,109.0
126510,2023-05-01 00:05:00,-8,2023-04-30 16:05:00,428.3,390.0,17.6,4.139,28.75,109.0
126511,2023-05-01 00:10:00,-8,2023-04-30 16:10:00,427.3,390.5,17.6,4.139,28.5,109.0
126512,2023-05-01 00:15:00,-8,2023-04-30 16:15:00,428.3,398.2,17.6,4.139,27.75,109.0
126513,2023-05-01 00:20:00,-8,2023-04-30 16:20:00,428.8,397.3,17.6,4.139,27.0,109.0
126514,2023-05-01 00:25:00,-8,2023-04-30 16:25:00,427.5,389.5,17.6,4.139,26.25,109.0
126515,2023-05-01 00:30:00,-8,2023-04-30 16:30:00,429.0,389.3,17.6,4.139,25.5,109.0
126516,2023-05-01 00:35:00,-8,2023-04-30 16:35:00,427.8,388.8,17.6,4.139,25.25,109.0
126517,2023-05-01 00:40:00,-8,2023-04-30 16:40:00,427.0,389.5,17.6,4.139,24.75,109.0
126518,2023-05-01 00:45:00,-8,2023-04-30 16:45:00,429.3,388.8,17.6,4.139,24.75,109.0
126519,2023-05-01 00:50:00,-8,2023-04-30 16:50:00,429.3,390.3,17.6,4.139,25.0,109.0
126520,2023-05-01 00:55:00,-8,2023-04-30 16:55:00,428.3,388.8,17.6,4.139,25.25,109.0
126521,2023-05-01 01:00:00,-8,2023-04-30 17:00:00,428.2,389.8,17.6,4.139,25.25,109.0
126522,2023-05-01 01:05:00,-8,2023-04-30 17:05:00,428.5,389.5,17.6,4.139,25.25,109.0
126523,2023-05-01 01:10:00,-8,2023-04-30 17:10:00,429.3,402.3,17.6,4.139,25.25,109.0
126524,2023-05-01 01:15:00,-8,2023-04-30 17:15:00,428.0,391.5,17.6,4.139,25.5,109.0
126525,2023-05-01 01:20:00,-8,2023-04-30 17:20:00,429.3,388.2,17.6,4.139,25.25,109.0
126526,2023-05-01 01:25:00,-8,2023-04-30 17:25:00,428.0,399.5,17.6,4.139,25.5,109.0
126527,2023-05-01 01:30:00,-8,2023-04-30 17:30:00,428.0,390.7,17.6,4.139,25.25,109.0
126528,2023-05-01 01:35:00,-8,2023-04-30 17:35:00,428.5,390.7,17.6,4.139,25.0,109.0
126529,2023-05-01 01:40:00,-8,2023-04-30 17:40:00,427.5,389.5,17.6,4.139,24.5,71.0
126530,2023-05-01 01:45:00,-8,2023-04-30 17:45:00,429.3,390.0,17.6,4.139,24.25,109.0
126531,2023-05-01 01:50:00,-8,2023-04-30 17:50:00,428.2,389.5,17.6,4.139,23.75,109.0
126532,2023-05-01 01:55:00,-8,2023-04-30 17:55:00,427.8,389.8,17.6,4.139,23.25,109.0
126533,2023-05-01 02:00:00,-8,2023-04-30 18:00:00,427.8,389.7,17.6,4.139,22.75,109.0
126534,2023-05-01 02:05:00,-8,2023-04-30 18:05:00,427.8,401.7,17.63,4.124,22.25,71.0
126535,2023-05-01 02:10:00,-8,2023-04-30 18:10:00,428.2,391.3,17.7,4.124,21.75,109.0
126536,2023-05-01 02:15:00,-8,2023-04-30 18:15:00,428.0,388.5,17.7,4.124,21.0,109.0
126537,2023-05-01 02:20:00,-8,2023-04-30 18:20:00,427.3,387.7,17.7,4.124,20.5,109.0
126538,2023-05-01 02:25:00,-8,2023-04-30 18:25:00,429.2,388.0,17.68,4.124,20.0,109.0
126539,2023-05-01 02:30:00,-8,2023-04-30 18:30:00,429.5,388.8,17.63,4.124,19.5,109.0
126540,2023-05-01 02:35:00,-8,2023-04-30 18:35:00,428.3,390.0,17.62,4.124,19.0,109.0
126541,2023-05-01 02:40:00,-8,2023-04-30 18:40:00,427.8,389.3,17.65,4.124,18.5,109.0
126542,2023-05-01 02:45:00,-8,2023-04-30 18:45:00,427.2,388.7,17.7,4.124,18.0,109.0
126543,2023-05-01 02:50:00,-8,2023-04-30 18:50:00,426.8,389.0,17.63,4.124,17.5,109.0
126544,2023-05-01 02:55:00,-8,2023-04-30 18:55:00,428.2,402.8,17.63,4.124,17.0,71.0
126545,2023-05-01 03:00:00,-8,2023-04-30 19:00:00,428.2,389.5,17.63,4.124,16.5,71.0
126546,2023-05-01 03:05:00,-8,2023-04-30 19:05:00,429.5,388.0,17.62,4.124,16.25,109.0
126547,2023-05-01 03:10:00,-8,2023-04-30 19:10:00,428.2,388.2,17.6,4.124,15.75,109.0
126548,2023-05-01 03:15:00,-8,2023-04-30 19:15:00,428.8,388.2,17.6,4.124,15.25,109.0
126549,2023-05-01 03:20:00,-8,2023-04-30 19:20:00,428.5,395.3,17.6,4.124,15.0,109.0
126550,2023-05-01 03:25:00,-8,2023-04-30 19:25:00,429.7,398.0,17.6,4.124,14.75,109.0
126551,2023-05-01 03:30:00,-8,2023-04-30 19:30:00,428.8,391.0,17.6,4.124,14.25,109.0
126552,2023-05-01 03:35:00,-8,2023-04-30 19:35:00,428.3,388.8,17.6,4.124,14.0,109.0
126553,2023-05-01 03:40:00,-8,2023-04-30 19:40:00,427.2,389.2,17.6,4.124,13.75,109.0
126554,2023-05-01 03:45:00,-8,2023-04-30 19:45:00,428.5,388.2,17.6,4.124,13.5,109.0
126555,2023-05-01 03:50:00,-8,2023-04-30 19:50:00,429.0,401.8,17.6,4.124,13.25,109.0
126556,2023-05-01 03:55:00,-8,2023-04-30 19:55:00,429.3,394.3,17.6,4.124,13.0,109.0
126557,2023-05-01 04:00:00,-8,2023-04-30 20:00:00,427.5,391.3,17.6,4.124,12.75,109.0
126558,2023-05-01 04:05:00,-8,2023-04-30 20:05:00,427.7,390.3,17.6,4.124,12.75,109.0
126559,2023-05-01 04:10:00,-8,2023-04-30 20:10:00,428.3,389.8,17.6,4.124,12.5,109.0
126560,2023-05-01 04:15:00,-8,2023-04-30 20:15:00,429.7,389.7,17.6,4.124,12.5,109.0
126561,2023-05-01 04:20:00,-8,2023-04-30 20:20:00,427.3,389.8,17.6,4.124,12.25,71.0
126562,2023-05-01 04:25:00,-8,2023-04-30 20:25:00,429.8,390.0,17.62,4.124,12.0,109.0
126563,2023-05-01 04:30:00,-8,2023-04-30 20:30:00,428.8,389.3,17.7,4.124,12.0,109.0
126564,2023-05-01 04:35:00,-8,2023-04-30 20:35:00,428.0,387.8,17.7,4.124,11.75,109.0
126565,2023-05-01 04:40:00,-8,2023-04-30 20:40:00,428.3,388.0,17.7,4.124,11.75,109.0
126566,2023-05-01 04:45:00,-8,2023-04-30 20:45:00,429.0,402.8,17.7,4.124,11.5,109.0
126567,2023-05-01 04:50:00,-8,2023-04-30 20:50:00,428.8,391.2,17.7,4.124,11.5,109.0
126568,2023-05-01 04:55:00,-8,2023-04-30 20:55:00,428.2,388.7,17.7,4.124,11.5,109.0
126569,2023-05-01 05:00:00,-8,2023-04-30 21:00:00,427.0,388.7,17.7,4.124,11.25,71.0
126570,2023-05-01 05:05:00,-8,2023-04-30 21:05:00,429.7,389.7,17.7,4.124,11.25,109.0
126571,2023-05-01 05:10:00,-8,2023-04-30 21:10:00,428.8,390.3,17.7,4.124,11.25,109.0
126572,2023-05-01 05:15:00,-8,2023-04-30 21:15:00,427.8,389.0,17.7,4.124,11.25,109.0
126573,2023-05-01 05:20:00,-8,2023-04-30 21:20:00,429.2,401.7,17.7,4.124,11.0,109.0
126574,2023-05-01 05:25:00,-8,2023-04-30 21:25:00,429.3,393.5,17.7,4.124,11.0,109.0
126575,2023-05-01 05:30:00,-8,2023-04-30 21:30:00,429.5,396.3,17.68,4.124,11.0,109.0
126576,2023-05-01 05:35:00,-8,2023-04-30 21:35:00,427.8,393.7,17.62,4.124,10.75,109.0
126577,2023-05-01 05:40:00,-8,2023-04-30 21:40:00,428.7,389.0,17.6,4.124,10.75,71.0
126578,2023-05-01 05:45:00,-8,2023-04-30 21:45:00,428.7,388.8,17.6,4.124,10.75,109.0
126579,2023-05-01 05:50:00,-8,2023-04-30 21:50:00,429.0,392.7,17.6,4.124,10.75,109.0
126580,2023-05-01 05:55:00,-8,2023-04-30 21:55:00,431.2,394.2,17.6,4.124,10.75,109.0
126581,2023-05-01 06:00:00,-8,2023-04-30 22:00:00,429.3,390.5,17.6,4.124,10.75,71.0
126582,2023-05-01 06:05:00,-8,2023-04-30 22:05:00,429.3,390.8,17.62,4.124,10.75,109.0
126583,2023-05-01 06:10:00,-8,2023-04-30 22:10:00,428.5,390.0,17.68,4.124,10.75,109.0
126584,2023-05-01 06:15:00,-8,2023-04-30 22:15:00,428.2,388.7,17.67,4.124,10.75,109.0
126585,2023-05-01 06:20:00,-8,2023-04-30 22:20:00,428.3,402.5,17.67,4.124,10.75,109.0
126586,2023-05-01 06:25:00,-8,2023-04-30 22:25:00,429.0,391.2,17.63,4.124,11.0,109.0
126587,2023-05-01 06:30:00,-8,2023-04-30 22:30:00,429.3,389.7,17.62,4.124,10.75,109.0
126588,2023-05-01 06:35:00,-8,2023-04-30 22:35:00,429.7,388.8,17.6,4.124,11.0,109.0
126589,2023-05-01 06:40:00,-8,2023-04-30 22:40:00,430.5,389.2,17.6,4.124,10.75,71.0
126590,2023-05-01 06:45:00,-8,2023-04-30 22:45:00,428.3,389.5,17.6,4.124,11.0,109.0
126591,2023-05-01 06:55:00,-8,2023-04-30 22:55:00,428.8,390.5,17.6,4.124,11.0,109.0
126592,2023-05-01 07:00:00,-8,2023-04-30 23:00:00,429.5,390.3,17.6,4.124,10.75,71.0
126593,2023-05-01 07:05:00,-8,2023-04-30 23:05:00,429.2,390.3,17.6,4.124,11.0,109.0
126594,2023-05-01 07:10:00,-8,2023-04-30 23:10:00,429.7,399.5,17.6,4.124,11.0,109.0
126595,2023-05-01 07:15:00,-8,2023-04-30 23:15:00,430.3,389.5,17.6,4.124,11.0,109.0
126596,2023-05-01 07:20:00,-8,2023-04-30 23:20:00,429.3,401.8,17.6,4.124,10.75,109.0
126597,2023-05-01 07:25:00,-8,2023-04-30 23:25:00,429.7,393.0,17.5,4.124,11.0,109.0
126598,2023-05-01 07:30:00,-8,2023-04-30 23:30:00,429.3,389.5,17.5,4.124,11.0,109.0
126599,2023-05-01 07:35:00,-8,2023-04-30 23:35:00,429.8,388.7,17.5,4.124,11.0,71.0
126600,2023-05-01 07:40:00,-8,2023-04-30 23:40:00,430.7,402.2,17.5,4.124,10.75,71.0
126601,2023-05-01 07:45:00,-8,2023-04-30 23:45:00,429.0,394.3,17.5,4.124,10.75,109.0
126602,2023-05-01 07:50:00,-8,2023-04-30 23:50:00,430.2,395.8,17.5,4.124,10.75,71.0
126603,2023-05-01 07:55:00,-8,2023-04-30 23:55:00,427.3,392.5,17.5,4.124,10.75,109.0
126604,2023-05-01 08:00:00,-8,2023-05-01 00:00:00,430.3,390.0,17.5,4.124,10.75,109.0
126605,2023-05-01 08:05:00,-8,2023-05-01 00:05:00,428.3,390.3,17.5,4.124,10.75,71.0
126606,2023-05-01 08:10:00,-8,2023-05-01 00:10:00,428.0,395.2,17.5,4.124,10.75,109.0
126607,2023-05-01 08:15:00,-8,2023-05-01 00:15:00,428.7,395.2,17.5,4.124,10.75,109.0
126608,2023-05-01 08:20:00,-8,2023-05-01 00:20:00,430.2,390.5,17.5,4.109,10.75,71.0
126609,2023-05-01 08:25:00,-8,2023-05-01 00:25:00,430.2,390.3,17.5,4.124,10.75,109.0
126610,2023-05-01 08:30:00,-8,2023-05-01 00:30:00,428.0,390.2,17.5,4.109,10.5,109.0
126611,2023-05-01 08:35:00,-8,2023-05-01 00:35:00,430.0,389.0,17.5,4.124,10.75,109.0
126612,2023-05-01 08:40:00,-8,2023-05-01 00:40:00,430.2,390.7,17.5,4.109,10.5,109.0
126613,2023-05-01 08:45:00,-8,2023-05-01 00:45:00,429.2,402.0,17.5,4.109,10.5,109.0
126614,2023-05-01 08:50:00,-8,2023-05-01 00:50:00,429.0,391.0,17.5,4.109,10.75,109.0
126615,2023-05-01 08:55:00,-8,2023-05-01 00:55:00,429.0,389.8,17.5,4.109,10.5,71.0
126616,2023-05-01 09:00:00,-8,2023-05-01 01:00:00,428.2,390.0,17.5,4.109,10.75,71.0
126617,2023-05-01 09:05:00,-8,2023-05-01 01:05:00,428.2,389.5,17.5,4.109,10.75,109.0
126618,2023-05-01 09:10:00,-8,2023-05-01 01:10:00,429.0,389.5,17.42,4.109,10.75,109.0
126619,2023-05-01 09:15:00,-8,2023-05-01 01:15:00,428.3,394.7,17.4,4.109,10.75,109.0
126620,2023-05-01 09:20:00,-8,2023-05-01 01:20:00,429.7,402.5,17.4,4.109,10.75,109.0
126621,2023-05-01 09:25:00,-8,2023-05-01 01:25:00,429.7,393.2,17.4,4.109,10.75,109.0
126622,2023-05-01 09:30:00,-8,2023-05-01 01:30:00,429.5,390.5,17.4,4.109,10.75,109.0
126623,2023-05-01 09:35:00,-8,2023-05-01 01:35:00,431.0,390.3,17.4,4.109,10.75,71.0
126624,2023-05-01 09:40:00,-8,2023-05-01 01:40:00,427.8,390.8,17.4,4.109,10.75,109.0
126625,2023-05-01 09:45:00,-8,2023-05-01 01:45:00,429.3,392.2,17.4,4.109,10.75,109.0
126626,2023-05-01 09:50:00,-8,2023-05-01 01:50:00,428.3,393.3,17.4,4.109,10.75,109.0
126627,2023-05-01 09:55:00,-8,2023-05-01 01:55:00,429.8,393.2,17.4,4.109,10.75,109.0
126628,2023-05-01 10:00:00,-8,2023-05-01 02:00:00,429.0,408.3,17.4,4.109,11.0,109.0
126629,2023-05-01 10:05:00,-8,2023-05-01 02:05:00,429.5,396.2,17.4,4.109,11.0,109.0
126630,2023-05-01 10:10:00,-8,2023-05-01 02:10:00,427.8,393.5,17.4,4.109,11.0,109.0
126631,2023-05-01 10:15:00,-8,2023-05-01 02:15:00,428.8,392.5,17.4,4.109,11.0,109.0
126632,2023-05-01 10:20:00,-8,2023-05-01 02:20:00,427.8,392.0,17.4,4.109,11.0,71.0
126633,2023-05-01 10:25:00,-8,2023-05-01 02:25:00,428.0,391.7,17.4,4.109,11.0,109.0
126634,2023-05-01 10:30:00,-8,2023-05-01 02:30:00,429.0,390.5,17.4,4.109,11.0,109.0
126635,2023-05-01 10:35:00,-8,2023-05-01 02:35:00,428.3,390.8,17.4,4.109,11.0,109.0
126636,2023-05-01 10:40:00,-8,2023-05-01 02:40:00,428.3,391.0,17.4,4.109,11.0,109.0
126637,2023-05-01 10:45:00,-8,2023-05-01 02:45:00,428.8,398.3,17.4,4.109,11.0,109.0
126638,2023-05-01 10:50:00,-8,2023-05-01 02:50:00,430.3,394.8,17.4,4.109,11.0,109.0
126639,2023-05-01 10:55:00,-8,2023-05-01 02:55:00,429.0,390.2,17.35,4.109,11.0,109.0
126640,2023-05-01 11:00:00,-8,2023-05-01 03:00:00,429.2,391.0,17.3,4.109,11.0,109.0
126641,2023-05-01 11:05:00,-8,2023-05-01 03:05:00,430.0,390.3,17.3,4.109,11.25,109.0
126642,2023-05-01 11:10:00,-8,2023-05-01 03:10:00,429.8,391.0,17.3,4.109,11.25,109.0
126643,2023-05-01 11:15:00,-8,2023-05-01 03:15:00,429.5,395.3,17.3,4.109,11.25,109.0
126644,2023-05-01 11:20:00,-8,2023-05-01 03:20:00,428.8,402.2,17.3,4.109,11.25,109.0
126645,2023-05-01 11:25:00,-8,2023-05-01 03:25:00,429.0,399.3,17.3,4.109,11.25,109.0
126646,2023-05-01 11:30:00,-8,2023-05-01 03:30:00,429.5,397.0,17.28,4.109,11.25,109.0
126647,2023-05-01 11:35:00,-8,2023-05-01 03:35:00,428.3,392.0,17.22,4.109,11.5,109.0
126648,2023-05-01 11:40:00,-8,2023-05-01 03:40:00,428.0,391.3,17.2,4.109,11.5,109.0
126649,2023-05-01 11:45:00,-8,2023-05-01 03:45:00,428.7,403.5,17.2,4.109,11.5,109.0
126650,2023-05-01 11:50:00,-8,2023-05-01 03:50:00,429.0,391.7,17.2,4.109,11.5,109.0
126651,2023-05-01 11:55:00,-8,2023-05-01 03:55:00,427.3,389.0,17.2,4.109,11.5,109.0
126652,2023-05-01 12:00:00,-8,2023-05-01 04:00:00,426.3,397.2,17.2,4.109,11.5,71.0
126653,2023-05-01 12:05:00,-8,2023-05-01 04:05:00,429.0,395.0,17.2,4.109,11.5,109.0
126654,2023-05-01 12:10:00,-8,2023-05-01 04:10:00,426.5,390.7,17.25,4.109,11.5,109.0
126655,2023-05-01 12:15:00,-8,2023-05-01 04:15:00,426.5,405.7,17.27,4.109,11.5,71.0
126656,2023-05-01 12:20:00,-8,2023-05-01 04:20:00,425.3,394.7,17.22,4.109,11.5,71.0
126657,2023-05-01 12:25:00,-8,2023-05-01 04:25:00,426.8,390.7,17.22,4.109,11.5,109.0
126658,2023-05-01 12:30:00,-8,2023-05-01 04:30:00,427.3,392.7,17.22,4.109,11.75,109.0
126659,2023-05-01 12:35:00,-8,2023-05-01 04:35:00,427.0,397.0,17.22,4.109,11.75,109.0
126660,2023-05-01 12:40:00,-8,2023-05-01 04:40:00,427.3,390.2,17.22,4.109,11.75,109.0
126661,2023-05-01 12:45:00,-8,2023-05-01 04:45:00,426.0,389.5,17.22,4.109,11.75,109.0
126662,2023-05-01 12:50:00,-8,2023-05-01 04:50:00,428.0,404.0,17.2,4.109,11.75,109.0
126663,2023-05-01 12:55:00,-8,2023-05-01 04:55:00,427.3,393.0,17.22,4.109,11.75,109.0
126664,2023-05-01 13:00:00,-8,2023-05-01 05:00:00,426.2,391.7,17.2,4.109,11.75,109.0
126665,2023-05-01 13:05:00,-8,2023-05-01 05:05:00,426.7,407.3,17.2,4.109,11.75,109.0
126666,2023-05-01 13:10:00,-8,2023-05-01 05:10:00,428.0,395.7,17.2,4.109,11.75,71.0
126667,2023-05-01 13:15:00,-8,2023-05-01 05:15:00,428.0,405.3,17.2,4.109,11.75,109.0
126668,2023-05-01 13:20:00,-8,2023-05-01 05:20:00,426.7,396.8,17.2,4.109,11.75,109.0
126669,2023-05-01 13:25:00,-8,2023-05-01 05:25:00,426.7,406.2,17.2,4.109,11.75,109.0
126670,2023-05-01 13:30:00,-8,2023-05-01 05:30:00,427.8,396.0,17.2,4.109,11.75,109.0
126671,2023-05-01 13:35:00,-8,2023-05-01 05:35:00,426.2,391.8,17.2,4.109,11.75,109.0
126672,2023-05-01 13:40:00,-8,2023-05-01 05:40:00,427.0,391.2,17.2,4.109,11.75,71.0
126673,2023-05-01 13:45:00,-8,2023-05-01 05:45:00,426.0,392.2,17.2,4.109,11.75,109.0
126674,2023-05-01 13:50:00,-8,2023-05-01 05:50:00,425.5,404.7,17.25,4.109,11.75,109.0
126675,2023-05-01 13:55:00,-8,2023-05-01 05:55:00,425.8,394.0,17.3,4.109,11.75,109.0
126676,2023-05-01 14:00:00,-8,2023-05-01 06:00:00,426.2,392.2,17.3,4.109,11.75,109.0
126677,2023-05-01 14:05:00,-8,2023-05-01 06:05:00,424.3,392.0,17.3,4.109,11.75,71.0
126678,2023-05-01 14:10:00,-8,2023-05-01 06:10:00,426.7,402.3,17.3,4.109,11.75,109.0
126679,2023-05-01 14:15:00,-8,2023-05-01 06:15:00,425.0,396.3,17.3,4.109,12.0,109.0
126680,2023-05-01 14:20:00,-8,2023-05-01 06:20:00,427.0,392.0,17.22,4.109,12.0,109.0
126681,2023-05-01 14:25:00,-8,2023-05-01 06:25:00,424.8,393.2,17.2,4.109,12.0,109.0
126682,2023-05-01 14:30:00,-8,2023-05-01 06:30:00,425.8,392.0,17.2,4.109,12.0,71.0
126683,2023-05-01 14:35:00,-8,2023-05-01 06:35:00,426.8,390.8,17.2,4.109,12.0,109.0
126684,2023-05-01 14:40:00,-8,2023-05-01 06:40:00,424.8,406.8,17.2,4.109,12.0,109.0
126685,2023-05-01 14:45:00,-8,2023-05-01 06:45:00,424.3,391.7,17.2,4.109,12.25,109.0
126686,2023-05-01 14:50:00,-8,2023-05-01 06:50:00,426.7,390.0,17.2,4.109,12.25,109.0
126687,2023-05-01 14:55:00,-8,2023-05-01 06:55:00,425.2,390.8,17.2,4.109,12.25,109.0
126688,2023-05-01 15:00:00,-8,2023-05-01 07:00:00,426.8,390.8,17.2,4.109,12.25,71.0
126689,2023-05-01 15:05:00,-8,2023-05-01 07:05:00,425.0,391.2,17.2,4.109,12.25,109.0
126690,2023-05-01 15:10:00,-8,2023-05-01 07:10:00,424.5,401.7,17.2,4.109,12.5,109.0
126691,2023-05-01 15:15:00,-8,2023-05-01 07:15:00,424.8,404.7,17.12,4.109,12.5,109.0
126692,2023-05-01 15:20:00,-8,2023-05-01 07:20:00,425.7,396.0,17.1,4.109,12.5,109.0
126693,2023-05-01 15:25:00,-8,2023-05-01 07:25:00,424.2,393.8,17.1,4.109,12.5,109.0
126694,2023-05-01 15:30:00,-8,2023-05-01 07:30:00,424.7,391.5,17.1,4.109,12.5,109.0
126695,2023-05-01 15:35:00,-8,2023-05-01 07:35:00,424.8,404.3,17.1,4.109,12.5,109.0
126696,2023-05-01 15:40:00,-8,2023-05-01 07:40:00,424.0,391.7,17.1,4.109,12.5,109.0
126697,2023-05-01 15:45:00,-8,2023-05-01 07:45:00,423.2,390.2,17.1,4.109,12.75,109.0
126698,2023-05-01 15:50:00,-8,2023-05-01 07:50:00,423.3,389.7,17.1,4.109,12.75,109.0
126699,2023-05-01 15:55:00,-8,2023-05-01 07:55:00,423.5,390.0,17.1,4.109,12.75,109.0
126700,2023-05-01 16:00:00,-8,2023-05-01 08:00:00,422.0,391.0,17.1,4.109,12.75,109.0
126701,2023-05-01 16:05:00,-8,2023-05-01 08:05:00,423.7,404.7,17.1,4.109,12.75,109.0
126702,2023-05-01 16:10:00,-8,2023-05-01 08:10:00,423.0,393.5,17.1,4.109,13.0,109.0
126703,2023-05-01 16:15:00,-8,2023-05-01 08:15:00,422.0,390.0,17.1,4.109,13.0,109.0
126704,2023-05-01 16:20:00,-8,2023-05-01 08:20:00,423.3,390.0,17.1,4.109,13.0,109.0
126705,2023-05-01 16:25:00,-8,2023-05-01 08:25:00,422.5,390.0,17.1,4.109,13.0,109.0
126706,2023-05-01 16:30:00,-8,2023-05-01 08:30:00,423.2,389.8,17.07,4.109,13.25,109.0
126707,2023-05-01 16:35:00,-8,2023-05-01 08:35:00,422.2,390.3,17.02,4.109,13.25,109.0
126708,2023-05-01 16:40:00,-8,2023-05-01 08:40:00,421.8,404.5,17.0,4.109,13.25,109.0
126709,2023-05-01 16:45:00,-8,2023-05-01 08:45:00,421.8,392.7,17.0,4.109,13.5,109.0
126710,2023-05-01 16:50:00,-8,2023-05-01 08:50:00,423.2,390.8,17.0,4.109,13.5,109.0
126711,2023-05-01 16:55:00,-8,2023-05-01 08:55:00,424.2,390.7,17.0,4.109,13.5,109.0
126712,2023-05-01 17:00:00,-8,2023-05-01 09:00:00,423.7,389.8,17.0,4.109,13.5,109.0
126713,2023-05-01 17:05:00,-8,2023-05-01 09:05:00,422.3,390.0,16.92,4.109,13.75,71.0
126714,2023-05-01 17:10:00,-8,2023-05-01 09:10:00,422.3,398.7,16.92,4.109,13.75,71.0
126715,2023-05-01 17:15:00,-8,2023-05-01 09:15:00,423.0,404.3,16.9,4.109,13.75,109.0
126716,2023-05-01 17:20:00,-8,2023-05-01 09:20:00,422.5,392.7,16.9,4.109,14.0,109.0
126717,2023-05-01 17:25:00,-8,2023-05-01 09:25:00,421.7,390.5,16.9,4.109,14.25,109.0
126718,2023-05-01 17:30:00,-8,2023-05-01 09:30:00,421.7,392.0,16.9,4.109,14.25,109.0
126719,2023-05-01 17:35:00,-8,2023-05-01 09:35:00,420.8,391.5,16.9,4.109,14.5,109.0
126720,2023-05-01 17:40:00,-8,2023-05-01 09:40:00,420.8,391.0,16.9,4.109,14.5,109.0
126721,2023-05-01 17:45:00,-8,2023-05-01 09:45:00,421.8,391.3,16.9,4.109,14.75,109.0
126722,2023-05-01 17:50:00,-8,2023-05-01 09:50:00,421.5,405.7,16.9,4.109,14.75,109.0
126723,2023-05-01 17:55:00,-8,2023-05-01 09:55:00,422.3,393.0,16.92,4.109,15.0,109.0
126724,2023-05-01 18:00:00,-8,2023-05-01 10:00:00,421.0,391.7,16.92,4.109,15.25,109.0
126725,2023-05-01 18:05:00,-8,2023-05-01 10:05:00,421.0,391.8,16.92,4.109,15.5,109.0
126726,2023-05-01 18:10:00,-8,2023-05-01 10:10:00,421.2,390.7,16.9,4.109,15.5,109.0
126727,2023-05-01 18:15:00,-8,2023-05-01 10:15:00,422.3,391.7,16.9,4.109,15.75,109.0
126728,2023-05-01 18:20:00,-8,2023-05-01 10:20:00,420.7,391.3,16.9,4.109,16.0,109.0
126729,2023-05-01 18:25:00,-8,2023-05-01 10:25:00,420.5,391.2,16.9,4.109,16.25,109.0
126730,2023-05-01 18:30:00,-8,2023-05-01 10:30:00,422.0,401.3,16.9,4.109,16.25,109.0
126731,2023-05-01 18:35:00,-8,2023-05-01 10:35:00,421.3,391.7,16.9,4.109,16.25,109.0
126732,2023-05-01 18:40:00,-8,2023-05-01 10:40:00,421.3,390.5,16.9,4.109,16.25,109.0
126733,2023-05-01 18:45:00,-8,2023-05-01 10:45:00,420.2,390.2,16.9,4.109,16.5,71.0
126734,2023-05-01 18:50:00,-8,2023-05-01 10:50:00,420.2,389.3,16.9,4.109,16.5,109.0
126735,2023-05-01 18:55:00,-8,2023-05-01 10:55:00,421.2,391.0,16.9,4.109,16.5,109.0
126736,2023-05-01 19:00:00,-8,2023-05-01 11:00:00,421.8,391.3,16.88,4.109,16.75,109.0
126737,2023-05-01 19:05:00,-8,2023-05-01 11:05:00,422.0,406.5,16.87,4.109,16.75,109.0
126738,2023-05-01 19:10:00,-8,2023-05-01 11:10:00,420.7,394.2,16.82,4.109,16.75,109.0
126739,2023-05-01 19:15:00,-8,2023-05-01 11:15:00,419.8,401.8,16.82,4.109,17.0,109.0
126740,2023-05-01 19:20:00,-8,2023-05-01 11:20:00,421.2,394.3,16.82,4.109,17.0,109.0
126741,2023-05-01 19:25:00,-8,2023-05-01 11:25:00,420.7,391.5,16.8,4.109,17.0,109.0
126742,2023-05-01 19:30:00,-8,2023-05-01 11:30:00,420.7,392.0,16.8,4.109,17.0,109.0
126743,2023-05-01 19:35:00,-8,2023-05-01 11:35:00,421.0,390.0,16.82,4.109,17.0,109.0
126744,2023-05-01 19:40:00,-8,2023-05-01 11:40:00,420.3,389.7,16.82,4.109,17.25,71.0
126745,2023-05-01 19:45:00,-8,2023-05-01 11:45:00,419.8,406.3,16.85,4.109,17.25,109.0
126746,2023-05-01 19:50:00,-8,2023-05-01 11:50:00,420.7,393.5,16.9,4.109,17.5,109.0
126747,2023-05-01 19:55:00,-8,2023-05-01 11:55:00,420.5,390.8,16.9,4.109,17.5,109.0
126748,2023-05-01 20:00:00,-8,2023-05-01 12:00:00,421.3,391.2,16.9,4.109,17.75,109.0
126749,2023-05-01 20:05:00,-8,2023-05-01 12:05:00,422.0,391.0,16.9,4.109,18.0,109.0
126750,2023-05-01 20:10:00,-8,2023-05-01 12:10:00,421.0,391.5,16.9,4.109,18.0,109.0
126751,2023-05-01 20:15:00,-8,2023-05-01 12:15:00,420.7,389.5,16.9,4.109,18.25,109.0
126752,2023-05-01 20:20:00,-8,2023-05-01 12:20:00,421.2,390.5,16.9,4.109,18.25,109.0
126753,2023-05-01 20:25:00,-8,2023-05-01 12:25:00,420.5,391.0,16.9,4.109,18.25,109.0
126754,2023-05-01 20:30:00,-8,2023-05-01 12:30:00,420.0,398.3,16.9,4.109,18.25,109.0
126755,2023-05-01 20:35:00,-8,2023-05-01 12:35:00,421.0,389.8,16.88,4.109,18.25,109.0
